,batting_team,bowling_team,city,runs_left,balls_left,wickets,total_runs_x,crr,rrr,result
58815,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,116,70,2,207,10.9,9.9,0
58816,Kolkata Knight Riders,Kings XI Punjab,Kolkata,105,68,3,174,8.0,9.3,1
58817,Royal Challengers Bangalore,Deccan Chargers,Bangalore,84,52,1,181,8.6,9.7,1
58818,Rajasthan Royals,Kings XI Punjab,Jaipur,63,76,3,124,8.3,5.0,1
58819,Delhi Capitals,Kings XI Punjab,Chandigarh,49,42,3,166,9.0,7.0,0
58820,Delhi Daredevils,Kolkata Knight Riders,Delhi,86,61,3,148,6.3,8.5,0
58821,Rajasthan Royals,Mumbai Indians,Mumbai,55,70,3,125,8.4,4.7,1
58822,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,5,29,3,135,8.6,1.0,1
58823,Deccan Chargers,Chennai Super Kings,Durban,19,22,4,165,8.9,5.2,1
58824,Mumbai Indians,Chennai Super Kings,Chennai,206,123,0,208,-4.0,10.0,0
58825,Delhi Capitals,Mumbai Indians,Chennai,137,125,0,137,-0.0,6.6,1
58826,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,154,76,2,218,8.7,12.2,0
58827,Mumbai Indians,Chennai Super Kings,Mumbai,79,60,2,180,10.1,7.9,1
58828,Delhi Daredevils,Kolkata Knight Riders,Mumbai,141,112,1,166,18.8,7.6,1
58829,Chennai Super Kings,Royal Challengers Bangalore,Chennai,58,99,1,70,3.4,3.5,1
58830,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,153,113,2,161,6.9,8.1,0
58831,Kolkata Knight Riders,Mumbai Indians,Kolkata,198,121,1,210,-72.0,9.8,0
58832,Gujarat Titans,Royal Challengers Bangalore,Bengaluru,124,75,1,197,9.7,9.9,1
58833,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,81,17,9,191,6.4,28.6,0
58834,Delhi Daredevils,Chennai Super Kings,Delhi,132,82,4,169,5.8,9.7,0
58835,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,106,43,4,190,6.5,14.8,0
58836,Rajasthan Royals,Delhi Daredevils,Bloemfontein,27,13,9,150,6.9,12.5,0
58837,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,83,60,4,139,5.6,8.3,1
58838,Mumbai Indians,Chennai Super Kings,Mumbai,180,125,0,180,-0.0,8.6,1
58839,Kolkata Knight Riders,Delhi Capitals,Mumbai,63,26,6,228,10.5,14.5,0
58840,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,154,116,0,160,9.0,8.0,1
58841,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,153,115,0,160,8.4,8.0,1
58842,Kings XI Punjab,Royal Challengers Bangalore,Durban,153,113,0,168,12.9,8.1,1
58843,Kolkata Knight Riders,Chennai Super Kings,Chennai,136,88,2,200,12.0,9.3,0
58844,Kolkata Knight Riders,Chennai Super Kings,Chennai,111,99,1,139,8.0,6.7,1
58845,Delhi Daredevils,Kings XI Punjab,Dharamsala,12,29,3,141,8.5,2.5,1
58846,Kolkata Knight Riders,Chennai Super Kings,Dubai,29,10,8,192,8.9,17.4,0
58847,Chennai Super Kings,Kolkata Knight Riders,Chennai,100,88,0,147,8.8,6.8,1
58848,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,60,19,7,165,6.2,18.9,0
58849,Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,68,64,1,149,8.7,6.4,0
58850,Kings XI Punjab,Chennai Super Kings,Chennai,66,37,5,181,8.3,10.7,0
58851,Rajasthan Royals,Chennai Super Kings,Mumbai,102,91,2,140,7.9,6.7,0
58852,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,183,112,0,195,9.0,9.8,0
58853,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,121,90,1,138,3.4,8.1,1
58854,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,51,28,4,167,7.6,10.9,0
58855,Deccan Chargers,Royal Challengers Bangalore,Bangalore,158,98,1,184,7.1,9.7,1
58856,Chennai Super Kings,Mumbai Indians,Port Elizabeth,119,101,2,147,8.8,7.1,1
58857,Mumbai Indians,Chennai Super Kings,Delhi,148,82,0,218,11.1,10.8,1
58858,Rajasthan Royals,Kings XI Punjab,Mumbai,71,34,2,223,10.6,12.5,1
58859,Kings XI Punjab,Royal Challengers Bangalore,Mumbai,6,16,1,171,9.5,2.2,1
58860,Royal Challengers Bangalore,Deccan Chargers,Nagpur,151,124,1,151,-0.0,7.3,0
58861,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,154,117,2,161,14.0,7.9,0
58862,Kolkata Knight Riders,Delhi Capitals,Mumbai,107,55,3,215,10.0,11.7,0
58863,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,142,87,1,205,11.5,9.8,1
58864,Rajasthan Royals,Mumbai Indians,Mumbai,85,65,1,168,9.1,7.8,1
58865,Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,24,16,5,163,8.0,9.0,0
58866,Lucknow Super Giants,Mumbai Indians,Lucknow,144,124,0,144,-0.0,7.0,1
58867,Royal Challengers Bangalore,Delhi Daredevils,Raipur,102,100,2,138,10.8,6.1,1
58868,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,4,37,1,159,11.2,0.6,1
58869,Rajasthan Royals,Delhi Daredevils,Delhi,108,64,3,184,8.1,10.1,1
58870,Chennai Super Kings,Kings XI Punjab,Abu Dhabi,147,116,0,153,9.0,7.6,1
58871,Delhi Capitals,Kolkata Knight Riders,Ahmedabad,83,85,0,154,12.2,5.9,1
58872,Rajasthan Royals,Deccan Chargers,Port Elizabeth,1,12,7,141,7.8,0.5,1
58873,Lucknow Super Giants,Chennai Super Kings,Chennai,188,111,0,217,19.3,10.2,0
58874,Kolkata Knight Riders,Mumbai Indians,Kolkata,173,123,0,173,-0.0,8.4,0
58875,Mumbai Indians,Royal Challengers Bangalore,Bangalore,75,52,5,142,5.9,8.7,1
58876,Royal Challengers Bangalore,Deccan Chargers,Johannesburg,142,122,0,143,-3.0,7.0,0
58877,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,60,42,2,203,11.0,8.6,1
58878,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,103,53,4,182,7.1,11.7,0
58879,Mumbai Indians,Gujarat Titans,Ahmedabad,26,19,4,168,8.4,8.2,0
58880,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,10,14,3,179,9.6,4.3,1
58881,Mumbai Indians,Kolkata Knight Riders,Kolkata,36,19,5,175,8.3,11.4,1
58882,Delhi Daredevils,Kings XI Punjab,Delhi,108,107,2,136,12.9,6.1,1
58883,Kolkata Knight Riders,Rajasthan Royals,Durban,57,60,5,101,4.4,5.7,1
58884,Deccan Chargers,Mumbai Indians,Hyderabad,167,122,0,172,-15.0,8.2,0
58885,Mumbai Indians,Delhi Capitals,Mumbai,134,94,1,159,5.8,8.6,1
58886,Rajasthan Royals,Kolkata Knight Riders,Sharjah,96,43,8,171,5.8,13.4,0
58887,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,108,90,1,189,16.2,7.2,1
58888,Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,14,23,3,146,8.2,3.7,1
58889,Kings XI Punjab,Deccan Chargers,Hyderabad,142,111,0,165,15.3,7.7,1
58890,Mumbai Indians,Chennai Super Kings,Mumbai,96,111,0,114,12.0,5.2,1
58891,Delhi Capitals,Kolkata Knight Riders,Visakhapatnam,117,39,6,272,11.5,18.0,0
58892,Kings XI Punjab,Chennai Super Kings,Chennai,74,42,3,186,8.6,10.6,0
58893,Mumbai Indians,Kings XI Punjab,Indore,105,63,1,174,7.3,10.0,1
58894,Sunrisers Hyderabad,Delhi Capitals,Chennai,101,87,2,159,10.5,7.0,0
58895,Rajasthan Royals,Chennai Super Kings,Jaipur,30,63,1,109,8.3,2.9,1
58896,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,19,33,3,145,8.7,3.5,1
58897,Mumbai Indians,Kolkata Knight Riders,Kolkata,46,26,4,175,8.2,10.6,1
58898,Rajasthan Royals,Kings XI Punjab,Chandigarh,94,41,5,179,6.5,13.8,0
58899,Lucknow Super Giants,Chennai Super Kings,Lucknow,66,52,0,176,9.7,7.6,1
58900,Delhi Daredevils,Kings XI Punjab,Dharamsala,171,121,0,171,-0.0,8.5,0
58901,Rajasthan Royals,Mumbai Indians,Mumbai,109,72,2,187,9.8,9.1,0
58902,Gujarat Titans,Delhi Capitals,Delhi,139,112,1,162,17.2,7.4,1
58903,Kings XI Punjab,Mumbai Indians,Mumbai,171,113,0,186,12.9,9.1,0
58904,Gujarat Titans,Chennai Super Kings,Ahmedabad,141,101,1,178,11.7,8.4,1
58905,Chennai Super Kings,Kolkata Knight Riders,Mumbai,153,108,0,172,9.5,8.5,1
58906,Chennai Super Kings,Mumbai Indians,Chennai,116,95,2,148,7.7,7.3,0
58907,Rajasthan Royals,Gujarat Titans,Ahmedabad,144,86,2,177,5.8,10.0,1
58908,Mumbai Indians,Delhi Capitals,Mumbai,144,110,0,159,9.0,7.9,1
58909,Mumbai Indians,Sunrisers Hyderabad,Mumbai,8,21,5,158,9.1,2.3,1
58910,Mumbai Indians,Sunrisers Hyderabad,Mumbai,80,60,3,173,9.3,8.0,1
58911,Kolkata Knight Riders,Delhi Capitals,Mumbai,188,107,1,215,12.5,10.5,0
58912,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,163,109,0,185,12.0,9.0,0
58913,Delhi Capitals,Mumbai Indians,Mumbai,60,21,4,234,10.5,17.1,0
58914,Kings XI Punjab,Chennai Super Kings,Chennai,122,75,2,181,7.9,9.8,0
58915,Kolkata Knight Riders,Rajasthan Royals,Mumbai,163,101,2,199,11.4,9.7,0
58916,Gujarat Titans,Chennai Super Kings,Mumbai,73,82,1,133,9.5,5.3,1
58917,Chennai Super Kings,Delhi Capitals,Visakhapatnam,58,59,1,147,8.8,5.9,1
58918,Chennai Super Kings,Royal Challengers Bangalore,Pune,47,51,4,127,7.0,5.5,1
58919,Chennai Super Kings,Kolkata Knight Riders,Kolkata,37,33,3,158,8.3,6.7,1
58920,Chennai Super Kings,Rajasthan Royals,Jaipur,90,94,1,126,8.3,5.7,1
58921,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,47,41,4,130,6.3,6.9,1
58922,Lucknow Super Giants,Rajasthan Royals,Mumbai,142,87,3,178,6.5,9.8,0
58923,Deccan Chargers,Chennai Super Kings,Mumbai,40,22,6,142,6.2,10.9,0
58924,Sunrisers Hyderabad,Mumbai Indians,Mumbai,67,73,0,149,10.5,5.5,1
58925,Deccan Chargers,Rajasthan Royals,Hyderabad,125,123,0,126,-2.0,6.1,1
58926,Royal Challengers Bangalore,Mumbai Indians,Chennai,49,35,5,159,7.8,8.4,1
58927,Deccan Chargers,Mumbai Indians,Hyderabad,64,30,4,178,7.6,12.8,0
58928,Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,54,35,4,163,7.7,9.3,0
58929,Mumbai Indians,Chennai Super Kings,Delhi,95,61,3,192,9.9,9.3,0
58930,Sunrisers Hyderabad,Rajasthan Royals,Pune,176,68,4,210,3.9,15.5,0
58931,Delhi Daredevils,Kings XI Punjab,Dharamsala,41,19,5,171,7.7,12.9,0
58932,Rajasthan Royals,Kolkata Knight Riders,Kolkata,159,118,0,169,30.0,8.1,0
58933,Chennai Super Kings,Kolkata Knight Riders,Chennai,133,124,0,139,-9.0,6.4,1
58934,Mumbai Indians,Rajasthan Royals,Kolkata,120,88,0,165,8.4,8.2,1
58935,Kolkata Knight Riders,Kings XI Punjab,Kolkata,177,118,0,183,18.0,9.0,1
58936,Royal Challengers Bangalore,Mumbai Indians,Bangalore,112,53,5,191,7.1,12.7,0
58937,Delhi Daredevils,Royal Challengers Bangalore,Delhi,119,66,3,215,10.7,10.8,0
58938,Rajasthan Royals,Lucknow Super Giants,Lucknow,90,53,3,196,9.5,10.2,1
58939,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,105,79,4,171,9.7,8.0,0
58940,Kolkata Knight Riders,Delhi Daredevils,Delhi,70,64,1,153,8.9,6.6,1
58941,Royal Challengers Bangalore,Deccan Chargers,Hyderabad,136,103,1,165,10.2,7.9,1
58942,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,134,125,0,134,-0.0,6.4,0
58943,Gujarat Titans,Chennai Super Kings,Chennai,85,26,7,206,7.7,19.6,0
58944,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,86,63,4,139,5.6,8.2,1
58945,Sunrisers Hyderabad,Delhi Capitals,Delhi,39,56,2,129,8.4,4.2,1
58946,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,194,116,0,208,21.0,10.0,0
58947,Delhi Daredevils,Kolkata Knight Riders,Raipur,103,92,2,136,7.1,6.7,1
58948,Delhi Capitals,Kolkata Knight Riders,Visakhapatnam,189,73,4,272,10.6,15.5,0
58949,Delhi Daredevils,Deccan Chargers,Centurion,61,51,3,148,7.6,7.2,1
58950,Delhi Daredevils,Kings XI Punjab,Delhi,91,96,1,111,5.0,5.7,1
58951,Chennai Super Kings,Mumbai Indians,Mumbai,28,23,5,164,8.4,7.3,0
58952,Lucknow Super Giants,Gujarat Titans,Ahmedabad,196,109,0,227,16.9,10.8,0
58953,Kings XI Punjab,Sunrisers Hyderabad,Mumbai,138,78,3,201,9.0,10.6,0
58954,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,122,61,5,178,5.7,12.0,0
58955,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,73,88,1,126,9.9,5.0,1
58956,Mumbai Indians,Delhi Capitals,Delhi,75,31,5,257,12.3,14.5,0
58957,Delhi Capitals,Gujarat Titans,Ahmedabad,23,95,3,89,15.8,1.5,1
58958,Sunrisers Hyderabad,Delhi Daredevils,Delhi,107,108,1,114,3.5,5.9,1
58959,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,208,97,3,231,6.0,12.9,0
58960,Rajasthan Royals,Kolkata Knight Riders,Mumbai,69,79,2,133,9.4,5.2,1
58961,Deccan Chargers,Mumbai Indians,Hyderabad,131,94,1,172,9.5,8.4,0
58962,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,197,125,0,197,-0.0,9.5,0
58963,Kings XI Punjab,Delhi Daredevils,Delhi,75,99,3,118,12.3,4.5,1
58964,Delhi Daredevils,Kolkata Knight Riders,Kolkata,158,102,1,181,7.7,9.3,0
58965,Kolkata Knight Riders,Delhi Daredevils,Delhi,104,86,0,160,9.9,7.3,1
58966,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,88,29,4,190,6.7,18.2,0
58967,Chennai Super Kings,Kings XI Punjab,Mumbai,117,88,0,178,11.4,8.0,1
58968,Delhi Capitals,Chennai Super Kings,Navi Mumbai,122,54,7,208,7.8,13.6,0
58969,Royal Challengers Bangalore,Mumbai Indians,Mumbai,90,93,3,115,5.6,5.8,1
58970,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,28,50,3,126,8.4,3.4,1
58971,Kings XI Punjab,Delhi Daredevils,Delhi,52,64,1,111,6.3,4.9,1
58972,Lucknow Super Giants,Mumbai Indians,Lucknow,118,101,1,144,8.2,7.0,1
58973,Mumbai Indians,Rajasthan Royals,Mumbai,69,40,3,212,10.7,10.4,1
58974,Deccan Chargers,Kolkata Knight Riders,Hyderabad,77,33,6,204,8.8,14.0,0
58975,Kings XI Punjab,Chennai Super Kings,Chandigarh,143,71,1,240,11.9,12.1,0
58976,Royal Challengers Bangalore,Delhi Daredevils,Raipur,4,19,4,138,8.0,1.3,1
58977,Mumbai Indians,Kolkata Knight Riders,Mumbai,154,110,1,174,12.0,8.4,1
58978,Delhi Capitals,Chennai Super Kings,Chennai,166,121,1,167,-6.0,8.2,0
58979,Delhi Daredevils,Chennai Super Kings,Chennai,37,8,9,168,7.0,27.8,0
58980,Deccan Chargers,Delhi Daredevils,Centurion,131,117,1,153,44.0,6.7,1
58981,Kolkata Knight Riders,Chennai Super Kings,Chennai,131,117,0,139,16.0,6.7,1
58982,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,51,25,4,189,8.7,12.2,0
58983,Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,56,107,0,80,11.1,3.1,1
58984,Delhi Daredevils,Kings XI Punjab,Delhi,41,42,5,136,7.3,5.9,1
58985,Kings XI Punjab,Deccan Chargers,Chandigarh,190,125,0,190,-0.0,9.1,1
58986,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,39,13,9,216,9.9,18.0,0
58987,Mumbai Indians,Rajasthan Royals,Navi Mumbai,124,99,1,158,9.7,7.5,1
58988,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,172,105,1,190,7.2,9.8,1
58989,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,141,103,1,168,9.5,8.2,0
58990,Delhi Capitals,Chennai Super Kings,Chennai,98,63,5,179,8.5,9.3,0
58991,Sunrisers Hyderabad,Rajasthan Royals,Dubai,43,45,3,164,9.7,5.7,1
58992,Mumbai Indians,Delhi Capitals,Mumbai,41,44,2,156,9.1,5.6,1
58993,Chennai Super Kings,Royal Challengers Bangalore,Chennai,77,40,2,205,9.6,11.6,1
58994,Mumbai Indians,Kolkata Knight Riders,Navi Mumbai,139,102,1,165,8.7,8.2,0
58995,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,44,47,2,154,9.0,5.6,1
58996,Sunrisers Hyderabad,Delhi Daredevils,Delhi,45,44,3,114,5.4,6.1,1
58997,Lucknow Super Giants,Gujarat Titans,Ahmedabad,88,32,3,227,9.5,16.5,0
58998,Chennai Super Kings,Mumbai Indians,Mumbai,90,54,5,165,6.8,10.0,1
58999,Mumbai Indians,Delhi Capitals,Abu Dhabi,73,55,2,162,8.2,8.0,1
59000,Kings XI Punjab,Kolkata Knight Riders,Kolkata,7,21,2,200,11.7,2.0,1
59001,Kolkata Knight Riders,Royal Challengers Bangalore,Mumbai,107,41,6,194,6.6,15.7,0
59002,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,61,46,2,175,9.2,8.0,1
59003,Deccan Chargers,Chennai Super Kings,Chennai,28,18,3,160,7.8,9.3,0
59004,Mumbai Indians,Sunrisers Hyderabad,Mumbai,102,105,1,118,6.4,5.8,0
59005,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,84,65,0,170,9.4,7.8,0
59006,Kolkata Knight Riders,Chennai Super Kings,Mumbai,33,41,3,131,7.4,4.8,1
59007,Delhi Capitals,Chennai Super Kings,Mumbai,7,19,2,188,10.8,2.2,1
59008,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,101,101,0,154,16.7,6.0,1
59009,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow,57,54,7,126,6.3,6.3,0
59010,Rajasthan Royals,Mumbai Indians,Mumbai,72,48,2,187,9.6,9.0,0
59011,Deccan Chargers,Chennai Super Kings,Mumbai,39,20,7,142,6.2,11.7,0
59012,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,196,85,5,231,6.0,13.8,0
59013,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,18,8,7,176,8.5,13.5,0
59014,Rajasthan Royals,Sunrisers Hyderabad,Delhi,79,80,3,132,8.0,5.9,1
59015,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,76,82,0,134,9.2,5.6,1
59016,Rajasthan Royals,Delhi Capitals,Mumbai,143,90,1,184,8.2,9.5,0
59017,Mumbai Indians,Lucknow Super Giants,Mumbai,170,100,1,199,8.7,10.2,0
59018,Delhi Daredevils,Rajasthan Royals,Mumbai,143,93,2,189,10.2,9.2,0
59019,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,151,73,4,198,6.0,12.4,0
59020,Sunrisers Hyderabad,Mumbai Indians,Chennai,82,78,1,150,9.7,6.3,0
59021,Kings XI Punjab,Chennai Super Kings,Chandigarh,52,22,3,240,11.5,14.2,0
59022,Deccan Chargers,Kolkata Knight Riders,Hyderabad,23,6,7,204,9.5,23.0,0
59023,Rajasthan Royals,Royal Challengers Bangalore,Centurion,19,47,2,105,7.1,2.4,1
59024,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,79,29,5,209,8.6,16.3,0
59025,Delhi Capitals,Rajasthan Royals,Mumbai,207,113,0,222,12.9,11.0,0
59026,Royal Challengers Bangalore,Delhi Capitals,Delhi,116,78,2,187,10.1,8.9,0
59027,Kings XI Punjab,Delhi Capitals,Mumbai,106,89,3,164,11.2,7.1,1
59028,Kings XI Punjab,Royal Challengers Bangalore,Mumbai,55,62,3,124,7.1,5.3,1
59029,Mumbai Indians,Delhi Daredevils,Delhi,189,114,1,207,18.0,9.9,0
59030,Kings XI Punjab,Rajasthan Royals,Jaipur,138,102,3,158,6.7,8.1,0
59031,Kolkata Knight Riders,Chennai Super Kings,Chennai,19,22,3,139,7.3,5.2,1
59032,Kolkata Knight Riders,Mumbai Indians,Kolkata,126,52,7,210,7.4,14.5,0
59033,Rajasthan Royals,Chennai Super Kings,Jaipur,43,78,0,109,9.4,3.3,1
59034,Sunrisers Hyderabad,Kings XI Punjab,Mumbai,177,114,1,193,16.0,9.3,0
59035,Royal Challengers Bangalore,Gujarat Titans,Mumbai,62,47,0,168,8.7,7.9,1
59036,Royal Challengers Bangalore,Chennai Super Kings,Chennai,152,99,2,183,8.9,9.2,0
59037,Sunrisers Hyderabad,Mumbai Indians,Chennai,127,109,0,150,12.5,7.0,0
59038,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,177,98,0,218,11.2,10.8,0
59039,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,78,71,2,154,9.3,6.6,1
59040,Lucknow Super Giants,Mumbai Indians,Chennai,82,29,9,182,6.6,17.0,0
59041,Rajasthan Royals,Chennai Super Kings,Chennai,153,116,0,157,6.0,7.9,0
59042,Royal Challengers Bangalore,Delhi Daredevils,Delhi,127,109,1,160,18.0,7.0,1
59043,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,52,54,2,135,7.5,5.8,1
59044,Sunrisers Hyderabad,Rajasthan Royals,Dubai,138,109,0,164,14.2,7.6,1
59045,Chennai Super Kings,Royal Challengers Bangalore,Chennai,204,122,0,205,-3.0,10.0,1
59046,Chennai Super Kings,Delhi Capitals,Mumbai,46,11,5,175,7.1,25.1,0
59047,Delhi Daredevils,Chennai Super Kings,Chennai,112,78,4,168,8.0,8.6,0
59048,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,184,117,0,195,22.0,9.4,0
59049,Kolkata Knight Riders,Chennai Super Kings,Chennai,126,115,0,139,15.6,6.6,1
59050,Rajasthan Royals,Mumbai Indians,Mumbai,18,27,2,187,10.9,4.0,1
59051,Lucknow Super Giants,Chennai Super Kings,Lucknow,25,28,1,176,9.8,5.4,1
59052,Royal Challengers Bangalore,Kings XI Punjab,Mumbai,105,33,8,206,7.0,19.1,0
59053,Delhi Daredevils,Rajasthan Royals,Ahmedabad,134,122,0,141,-21.0,6.6,1
59054,Rajasthan Royals,Kings XI Punjab,Chandigarh,64,16,6,195,7.6,24.0,0
59055,Kings XI Punjab,Mumbai Indians,Chandigarh,84,44,2,189,8.3,11.5,0
59056,Chennai Super Kings,Kings XI Punjab,Chennai,27,36,4,136,7.8,4.5,0
59057,Delhi Daredevils,Deccan Chargers,Centurion,118,104,1,148,11.2,6.8,1
59058,Rajasthan Royals,Kings XI Punjab,Chandigarh,71,24,5,195,7.8,17.8,0
59059,Rajasthan Royals,Deccan Chargers,Ahmedabad,15,42,2,148,10.2,2.1,1
59060,Kolkata Knight Riders,Delhi Daredevils,Delhi,140,101,3,168,8.8,8.3,1
59061,Delhi Daredevils,Royal Challengers Bangalore,Delhi,37,14,7,215,10.1,15.9,0
59062,Kings XI Punjab,Mumbai Indians,Mumbai,71,51,5,174,9.0,8.4,0
59063,Mumbai Indians,Lucknow Super Giants,Lucknow,92,70,0,177,10.2,7.9,0
59064,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,14,16,8,139,7.2,5.2,1
59065,Kolkata Knight Riders,Rajasthan Royals,Mumbai,166,91,1,217,10.6,10.9,0
59066,Deccan Chargers,Royal Challengers Bangalore,Bangalore,96,61,2,184,8.9,9.4,1
59067,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,16,26,1,149,8.5,3.7,1
59068,Royal Challengers Bangalore,Deccan Chargers,Mumbai,20,58,1,82,6.0,2.1,1
59069,Delhi Daredevils,Rajasthan Royals,Delhi,81,95,1,129,11.5,5.1,1
59070,Rajasthan Royals,Delhi Capitals,Abu Dhabi,40,8,6,154,6.1,30.0,0
59071,Mumbai Indians,Deccan Chargers,Mumbai,92,111,1,100,5.3,5.0,1
59072,Kings XI Punjab,Deccan Chargers,Chandigarh,183,113,0,190,6.0,9.7,1
59073,Kolkata Knight Riders,Deccan Chargers,Kolkata,57,58,3,110,5.1,5.9,1
59074,Lucknow Super Giants,Gujarat Titans,Lucknow,97,100,0,135,11.4,5.8,0
59075,Lucknow Super Giants,Rajasthan Royals,Mumbai,99,60,3,178,7.9,9.9,0
59076,Lucknow Super Giants,Chennai Super Kings,Mumbai,83,46,2,210,10.3,10.8,1
59077,Gujarat Titans,Delhi Capitals,Delhi,74,33,5,224,10.3,13.5,0
59078,Delhi Daredevils,Mumbai Indians,East London,24,31,2,116,6.2,4.6,1
59079,Lucknow Super Giants,Mumbai Indians,Lucknow,28,35,4,144,8.2,4.8,1
59080,Kolkata Knight Riders,Rajasthan Royals,Kolkata,59,55,2,131,6.6,6.4,1
59081,Kolkata Knight Riders,Mumbai Indians,Cuttack,45,40,2,141,7.2,6.8,1
59082,Delhi Capitals,Royal Challengers Bangalore,Delhi,160,112,0,181,15.8,8.6,1
59083,Kolkata Knight Riders,Delhi Daredevils,Delhi,149,97,3,177,7.3,9.2,0
59084,Delhi Capitals,Chennai Super Kings,Mumbai,184,124,0,188,-6.0,8.9,1
59085,Mumbai Indians,Rajasthan Royals,Kolkata,113,83,0,165,8.4,8.2,1
59086,Rajasthan Royals,Mumbai Indians,Jaipur,94,64,2,167,7.8,8.8,1
59087,Kolkata Knight Riders,Delhi Capitals,Sharjah,60,67,0,135,8.5,5.4,1
59088,Deccan Chargers,Chennai Super Kings,Mumbai,88,55,4,142,5.0,9.6,0
59089,Delhi Daredevils,Chennai Super Kings,Abu Dhabi,111,56,5,177,6.2,11.9,0
59090,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,125,87,3,167,7.6,8.6,0
59091,Chennai Super Kings,Sunrisers Hyderabad,Chennai,23,35,2,134,7.8,3.9,1
59092,Rajasthan Royals,Kings XI Punjab,Chandigarh,130,105,1,145,6.0,7.4,1
59093,Mumbai Indians,Lucknow Super Giants,Mumbai,142,88,3,199,10.7,9.7,0
59094,Mumbai Indians,Deccan Chargers,Visakhapatnam,100,76,2,138,5.2,7.9,1
59095,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,107,102,3,131,8.0,6.3,0
59096,Kings XI Punjab,Delhi Daredevils,Chandigarh,52,113,0,67,12.9,2.8,1
59097,Mumbai Indians,Chennai Super Kings,Mumbai,32,53,1,156,11.1,3.6,1
59098,Mumbai Indians,Kolkata Knight Riders,Mumbai,117,80,3,169,7.8,8.8,0
59099,Delhi Daredevils,Deccan Chargers,Hyderabad,139,123,0,142,-6.0,6.8,1
59100,Rajasthan Royals,Deccan Chargers,Hyderabad,76,65,1,137,6.7,7.0,1
59101,Delhi Daredevils,Kolkata Knight Riders,Mumbai,39,30,5,166,8.5,7.8,1
59102,Delhi Daredevils,Rajasthan Royals,Delhi,64,47,2,165,8.3,8.2,0
